3436000, -5624.23196520805
3438000, -5623.8013541713135
3440000, -5624.750510091155
3442000, -5625.7042576110325
3444000, -5625.707697212633
3446000, -5625.895196747339
3448000, -5624.313368920045
3450000, -5624.795713331023
3452000, -5624.337138313968
3454000, -5625.164943363152
3456000, -5624.754321374803
3458000, -5624.368225712337
3460000, -5623.784584585117
3462000, -5624.377855976665
3464000, -5624.547161359679
3466000, -5624.724332888618
3468000, -5624.563166997354
3470000, -5624.07447712771
3472000, -5623.7547864307
3474000, -5624.01018018025
3476000, -5623.9312794619
3478000, -5623.282567212052
3480000, -5623.288495518707
3482000, -5623.781882061818
3484000, -5624.093379680807
3486000, -5625.119930657737
3488000, -5625.467627647187
3490000, -5627.1083117389835
3492000, -5627.433044397771
3494000, -5627.443999613334
3496000, -5629.496691812445
3498000, -5629.746302164167
3500000, -5630.141070592153
3502000, -5629.995570856685
3504000, -5630.16777970259
3506000, -5630.87019559725
3508000, -5630.199926869934
3510000, -5629.825519590771
3512000, -5629.435879269462
3514000, -5629.308163621307
3516000, -5629.91905831953
3518000, -5628.930111827306
3520000, -5628.522784379756
3522000, -5627.853161869086
3524000, -5627.195438208291
3526000, -5626.62555439964
3528000, -5626.38768029987
3530000, -5627.106245723039
3532000, -5627.068020982363
3534000, -5628.003800296366
3536000, -5628.603556362049
3538000, -5629.133708636596
3540000, -5629.210039126426
3542000, -5629.524512579899
3544000, -5629.536274000926
3546000, -5630.333940061867
3548000, -5630.230872411653
3550000, -5629.422800965259
3552000, -5629.441586529942
3554000, -5630.235844043655
3556000, -5631.087871189416
3558000, -5631.77171121757
3560000, -5631.7500352921625
3562000, -5632.414509132428
3564000, -5632.662492484448
3566000, -5632.063815032867
3568000, -5634.0905704020015
3570000, -5634.317557802687
3572000, -5633.763015676664
3574000, -5633.029023094961
3576000, -5632.44814964184
3578000, -5631.821997108474
3580000, -5632.268905521477
3582000, -5632.010606701025
3584000, -5631.623417076188
3586000, -5630.990619385789
3588000, -5631.2094985653885
3590000, -5631.507095304157
3592000, -5631.727498223004
3594000, -5633.773755516894
3596000, -5633.278709405688
3598000, -5633.3820500069405
3600000, -5632.535275674109
3602000, -5633.152577965175
3604000, -5633.243268961746
3606000, -5635.694420901354
3608000, -5635.442181400631
3610000, -5635.7117311731145
3612000, -5635.235148536539
3614000, -5635.916507229442
3616000, -5636.611223885772
3618000, -5635.9756413811765
3620000, -5636.366254213927
3622000, -5636.468203432874
3624000, -5636.526139078279
3626000, -5636.191113473001
3628000, -5636.264143058971
3630000, -5636.59599272123
3632000, -5636.738291852423
3634000, -5637.735226628199
3636000, -5637.629323794536
3638000, -5637.527966902177
3640000, -5637.165292655012
3642000, -5637.780781569875
3644000, -5636.645303558229
3646000, -5635.375395861211
3648000, -5635.374963266862
3650000, -5635.0353835599235
3652000, -5634.510712132164
3654000, -5634.011725538737
3656000, -5634.318837267218
3658000, -5635.297066178674
3660000, -5635.7675346214255
3662000, -5635.3955096663185
3664000, -5634.412638847909
3666000, -5633.836222884251
3668000, -5633.826112977488
3670000, -5633.932249483812
3672000, -5634.096215836052
3674000, -5634.176430787531
3676000, -5633.625068905089
3678000, -5633.487680879145
3680000, -5632.4645476159885
3682000, -5632.267908447358
3684000, -5633.196891896804
3686000, -5633.087056098569
3688000, -5632.979995904907
3690000, -5633.127069592735
3692000, -5633.971586676682
3694000, -5634.076708795781
3696000, -5634.8696496509765
3698000, -5635.642052523745
3700000, -5634.551115061439
3702000, -5634.342149571634
3704000, -5634.007212287843
3706000, -5635.375091189828
3708000, -5634.1110125323285
3710000, -5635.027959244211
3712000, -5635.311250699625
3714000, -5635.897761665441
3716000, -5635.480644500556
3718000, -5635.834729488159
3720000, -5636.894935858264
3722000, -5636.86143519317
3724000, -5637.452314883418
3726000, -5636.765680877747
3728000, -5636.982161187947
3730000, -5637.76949814351
3732000, -5637.139671643165
3734000, -5636.985689175592
3736000, -5637.093466103522
3738000, -5637.6214382305225
3740000, -5637.622140286084
3742000, -5637.7604637702625
3744000, -5637.810596216157
3746000, -5637.954102742682
3748000, -5637.820240755093
3750000, -5638.146358087406
3752000, -5638.118457223491
