cost_pnls_ppo,cost_pnls_dh,total_pnls_vol_ppo,total_pnls_vol_dh,t_stat_pnls_ppo,t_stat_pnls_dh
490.9499999999999,62.40060250000001,20.821272949838086,3.1247327680249852,-8.568590573052042,-14.823260066025554
169.065,145.58720349999993,18.29569080307299,5.3620899272840274,-9.990497612275377,-10.406368221793688
356.535,251.80100449999998,25.67442940786605,13.598270777011322,-11.64312092394479,-8.082842452746233
93.86999999999998,70.71470450000005,23.635179314593525,4.395586996262834,-14.863978137345999,-13.940504760210137
268.01,114.67082050000005,18.345810334515683,5.962030555904451,-11.233719850212054,-12.30859117851496
344.25499999999965,86.21752349999998,23.24528840144554,5.02085379372201,-17.877716472441293,-14.616109558210901
251.5450000000001,151.53147350000003,20.317783360523542,6.092003679234656,-15.705782258363314,-9.609194682860235
214.795,169.24084550000003,23.48410438225482,7.58787981802112,-33.59564313086759,-10.588230627661012
228.385,128.5799415,11.812432231826774,7.310355413099633,-13.174636546834241,-11.843280499380425
165.72,187.51996549999998,18.731363894624877,6.813522144420386,-11.479849639965101,-9.123058976665376
235.20500000000007,174.97059850000005,28.706096201151116,7.70937389691692,-17.629568876890797,-9.950635382902439
93.86999999999998,76.5753605,30.95457756060688,5.315577298411798,-20.388573786440222,-13.78643258367128
431.28499999999985,32.1421645,25.55218132329891,1.09873231677985,-8.893328153364527,-20.140514030080336
837.6599999999997,166.88751050000002,28.012063365501984,11.353137694732975,-11.026958647419013,-6.9746677364582865
287.385,92.42213849999996,20.294685952431006,7.878725014047148,-9.71034800840317,-12.85093881297783
98.92999999999999,168.22153449999996,17.35149348316585,9.755672756015931,-13.817422359789196,-12.17491304041784
282.4100000000001,172.81663350000002,23.682533245905248,9.169178127097826,-12.679085925148057,-9.500218660875376
196.08,183.5491055,19.484819968900126,8.871702747598754,-13.424908764584082,-9.50287562430017
110.85999999999999,165.18078749999998,21.582880655793307,9.359864857985524,-24.213491859934884,-10.8875033760559
170.4,148.53356549999995,13.96686994788929,7.003029732774613,-3.4309039657075275,-6.904964358714904
240.87,204.43105050000003,19.2768395518695,10.101160753811646,-17.705018281540386,-9.84853633852292
98.29999999999998,46.899966500000005,21.929363014176523,2.609895830420652,-19.45800928295518,-15.831975379608219
196.44000000000003,213.54125350000004,19.691141252124922,11.05312214922006,-12.787059230754387,-8.86664649482317
186.345,254.24721649999998,25.53322697624159,10.100312516680331,-20.884629738774102,-9.403280035395069
276.645,184.95927849999998,19.864979535653116,7.212183714611013,-12.092865370082523,-10.58185664649607
245.98999999999998,173.30254250000002,27.353209083859813,8.482436432029273,-13.220690802424167,-10.402443774232168
724.88,102.77116349999997,25.741658613438773,5.896016381487444,-8.832685530635741,-11.46326897518716
100.86499999999998,141.7286115,23.5661977963189,5.446062356545854,-16.119825730180906,-11.260135575062796
385.7649999999999,82.4929395,21.348407991256504,2.4785559197850167,-8.555171265946715,-13.113915228348464
100.07999999999998,127.50977849999994,15.217692514515736,5.627030623449584,-7.8381805682896974,-10.441237748416453
454.7999999999999,127.84593349999999,19.41610591857813,6.272348044510784,-9.287549665726015,-11.397115860675008
92.84999999999997,87.82673949999997,22.85655664204378,3.6645243792147357,-14.652745030592323,-11.003104344308436
159.81499999999997,192.30013050000002,25.275562002869712,6.773083986331329,-16.528652665037463,-9.349727469773548
145.525,106.55943050000002,14.24039234360271,3.921173954331356,-6.764520932929346,-12.96327203955975
279.275,126.52412350000002,21.39282889272547,5.634752104516902,-16.058098652613154,-7.0266185726708965
455.52499999999986,179.90459050000004,29.235768010615512,7.248308073520927,-10.400985393659033,-9.637879164051892
95.20499999999998,127.0095015,25.895872443904793,4.709086070960822,-9.444232755768194,-11.562737751120764
439.44000000000005,124.9427115,25.127073963425858,5.51650560947995,-10.883913059396294,-11.397284031136813
300.3500000000001,78.72690750000004,18.403853230369055,3.9395939216778975,-9.08772666196598,-12.735079359941011
93.86999999999998,40.8178015,21.203344590892,2.3798933742057233,-11.121877255035583,-10.75343930816324
111.07000000000001,183.38615149999995,17.60770406669038,10.662482792824482,-15.669949153746433,-9.508972073490849
95.28999999999999,92.06929549999997,29.583155082818557,4.56269908084746,-17.095890785624576,-10.246931220635219
96.75499999999998,139.1931015,14.793278553819349,6.605809294472991,-12.404300217538353,-10.782055006738299
435.39499999999987,108.56731850000001,22.196110878699344,8.61508673321645,-10.415634807227041,-10.784750647264412
107.39,179.77052550000005,15.918132378754168,7.950394762481041,-16.203641726513602,-9.663227750129177
279.7900000000002,68.29883350000001,16.23907316533317,2.728230411027628,-12.043428894945153,-18.110227377067652
318.95000000000016,50.37250850000001,21.885624027267088,2.172139432388202,-13.95231248399297,-11.680588688347555
152.07,188.4764705,13.782095601142643,9.623702922257129,-16.31103895777727,-11.050225863373019
120.61499999999997,161.75591649999998,16.6383045239095,6.707738999016423,-31.785067680424323,-10.343896589780977
92.32499999999996,43.56599549999999,24.340951599231616,3.8093561157232383,6.698942422987165,-28.17827436410113
154.13999999999996,141.8369055,25.257631588318404,9.213425128190822,-22.000288989324066,-15.754020191413426
322.46,124.16291349999997,18.54544054000745,5.240356039263183,-10.950179192892646,-12.613297840971427
690.3999999999997,93.9733345,29.580636068373074,5.0802602382826025,-7.531427173415666,-10.258051645111477
286.2000000000001,64.1240795,18.571949431104134,4.4934122298447985,-14.552754960376236,-13.167145305746187
94.60499999999999,128.4621005,24.318113885168678,10.242501497880227,-25.503043522282987,-11.931279277043792
668.1149999999998,115.06945350000004,26.32637952964171,3.9700502884989524,-8.981413687282084,-9.00150084561471
