Wall time,Step,Value
1731010798.3484564,15000,-18.624954223632812
1731010815.8383708,30000,-12.857895851135254
1731010834.7967234,45000,-9.985265731811523
1731010854.921529,60000,-11.4744873046875
1731010873.687923,75000,-9.58847427368164
1731010890.8808908,90000,-7.304052829742432
1731010911.3570724,105000,-6.017519474029541
1731010937.330469,120000,-6.151365756988525
1731010958.0203583,135000,-6.198190212249756
1731010996.9054766,150000,-4.849491119384766
1731011016.0782247,165000,-4.9055304527282715
1731011033.0013113,180000,-4.0376996994018555
1731011050.972328,195000,-4.483458995819092
1731011068.0458999,210000,-4.525338649749756
1731011095.1789882,225000,-5.860792636871338
1731011115.615171,240000,-3.7049460411071777
1731011136.8373532,255000,-3.463688373565674
1731011159.5316987,270000,-1.7136436700820923
1731011177.4363916,285000,-1.4937374591827393
1731011202.5104878,300000,-2.6281898021698
1731011259.9824657,315000,-1.1782634258270264
1731011286.3315747,330000,-1.3581489324569702
1731011318.7897937,345000,-1.1846098899841309
1731011346.799546,360000,-0.08159168809652328
1731011374.3081596,375000,-0.427476704120636
1731011402.523604,390000,-0.8528798222541809
1731011430.360071,405000,-0.5304627418518066
1731011466.301725,420000,-0.7146629095077515
1731011503.7662704,435000,-0.14599306881427765
1731011538.9448016,450000,-1.4610458612442017
1731011572.769297,465000,-0.3275163173675537
1731011607.9176345,480000,-0.4372495114803314
1731011642.775324,495000,-0.3688015937805176
1731011676.8354213,510000,0.03384312987327576
1731011710.860145,525000,-0.5476810932159424
1731011744.5938194,540000,-0.564162015914917
1731011779.0067565,555000,-0.12778091430664062
1731011812.1773708,570000,0.2159966677427292
1731011846.8949692,585000,-0.18723824620246887
1731011880.5723958,600000,-1.0493828058242798
1731011914.2476208,615000,-1.2289018630981445
1731011948.220456,630000,-0.9860012531280518
1731011983.805376,645000,0.31056249141693115
1731012015.0394707,660000,-0.7591683864593506
1731012042.622582,675000,-1.3364620208740234
1731012082.460247,690000,-0.5330144762992859
1731012113.4251857,705000,-0.10450325161218643
1731012144.7251723,720000,-0.4606544077396393
1731012181.6013746,735000,-0.5260025858879089
1731012216.1541276,750000,0.36151182651519775
1731012247.213294,765000,-1.006976842880249
1731012273.8456697,780000,-0.46346762776374817
1731012299.2108655,795000,-0.1564621478319168
1731012329.347467,810000,-0.47001880407333374
1731012359.1946678,825000,-0.06693658232688904
1731012384.8070254,840000,0.7847528457641602
1731012408.2343738,855000,-0.7485876679420471
1731012434.516286,870000,-1.1697009801864624
1731012460.068119,885000,0.5065909028053284
1731012488.336396,900000,-0.13628913462162018
1731012521.4360933,915000,-2.4234282970428467
1731012549.7478173,930000,-0.022980520501732826
1731012579.0346174,945000,-0.6953761577606201
1731012613.133914,960000,0.3621530830860138
1731012647.310318,975000,0.12241055816411972
1731012684.5725417,990000,-0.2943596839904785
1731012718.506814,1005000,0.47735661268234253
1731012751.626507,1020000,-0.5244225263595581
1731012778.0522752,1035000,0.7750837206840515
1731012806.5161088,1050000,-0.7930417656898499
1731012830.7891479,1065000,0.18338686227798462
1731012855.1683433,1080000,-0.39853161573410034
1731012879.841233,1095000,0.46081963181495667
1731012905.0344708,1110000,-1.3235722780227661
1731012928.119284,1125000,-0.29398199915885925
1731012965.1836243,1140000,0.37782156467437744
1731012998.8812456,1155000,0.47894567251205444
1731013033.3138564,1170000,-1.5419472455978394
1731013067.4814756,1185000,0.5814722776412964
1731013094.1922143,1200000,-0.1250922828912735
1731013122.6518886,1215000,-0.026061680167913437
1731013165.0762105,1230000,0.12746340036392212
1731013210.8141727,1245000,-0.5737228989601135
1731013246.9093022,1260000,0.25898510217666626
1731013277.1443136,1275000,0.2943311035633087
1731013308.8196359,1290000,0.2907615005970001
1731013343.086315,1305000,0.2937169671058655
1731013378.8457165,1320000,0.11430235207080841
1731013405.639403,1335000,0.09338218718767166
1731013433.098033,1350000,-1.2434124946594238
1731013460.1504512,1365000,-0.7942403554916382
1731013489.6255937,1380000,0.6634432077407837
1731013520.8071585,1395000,-0.36787497997283936
1731013550.921362,1410000,-0.01794596016407013
1731013581.8474467,1425000,0.6102498769760132
1731013605.726663,1440000,0.290941447019577
1731013630.8167217,1455000,0.29743024706840515
1731013663.710335,1470000,-0.9207769632339478
1731013692.2568827,1485000,-0.8866458535194397
1731013727.372261,1500000,0.5072627067565918
1731013752.5461109,1515000,0.5310406684875488
1731013776.6108584,1530000,0.28177252411842346
1731013801.0359316,1545000,0.17321167886257172
1731013828.3804283,1560000,-1.0690160989761353
1731013863.340241,1575000,0.004663180094212294
1731013904.8518445,1590000,0.6726397275924683
1731013928.058435,1605000,-0.8978651165962219
1731013954.1592627,1620000,0.7827089428901672
1731013976.2116506,1635000,-0.14068053662776947
1731014003.203368,1650000,-0.6361387968063354
1731014026.6734922,1665000,0.0886884406208992
1731014050.5989506,1680000,-0.1679903268814087
1731014082.751498,1695000,-1.3369827270507812
1731014122.325421,1710000,0.29398518800735474
1731014149.133664,1725000,-0.8036935925483704
1731014174.4662828,1740000,0.22672556340694427
1731014218.4225965,1755000,-0.43026652932167053
1731014251.653478,1770000,0.1566091775894165
1731014281.1655147,1785000,-0.10975950211286545
1731014311.3446584,1800000,0.6985161900520325
1731014342.4797935,1815000,-2.023142099380493
1731014369.576598,1830000,-0.21248134970664978
1731014398.5423372,1845000,-0.52519291639328
1731014445.07371,1860000,0.5228297710418701
1731014497.1922448,1875000,-0.10032764822244644
1731014538.2718978,1890000,0.7193366885185242
1731014584.909351,1905000,0.06401912868022919
1731014658.4162874,1920000,0.019263729453086853
1731014700.6210835,1935000,-0.7540239691734314
1731014791.2642643,1950000,0.018117820844054222
1731014827.380316,1965000,0.18466874957084656
1731014866.9576292,1980000,-0.48812583088874817
1731014921.9233189,1995000,-0.5553354620933533
1731014983.3126698,2010000,0.01189958956092596
1731015020.5111556,2025000,0.06416139006614685
1731015048.334165,2040000,0.29676353931427
1731015072.7098083,2055000,-0.4159243404865265
1731015121.7424192,2070000,-0.9010105729103088
1731015175.2527542,2085000,0.4591246545314789
1731015222.1031275,2100000,0.21652846038341522
1731015263.6245632,2115000,0.2631741464138031
1731015299.6946683,2130000,0.3489411175251007
1731015332.0551438,2145000,0.22890037298202515
1731015388.7817562,2160000,0.34427115321159363
1731015440.7230625,2175000,-0.2414085865020752
1731015502.291702,2190000,0.22903701663017273
1731015540.541123,2205000,-0.04963301867246628
1731015570.9263911,2220000,-1.0735538005828857
1731015605.1356425,2235000,0.7780018448829651
1731015638.5809085,2250000,0.5372635126113892
1731015701.407924,2265000,-0.023303810507059097
1731015754.5608282,2280000,0.37133046984672546
1731015805.31289,2295000,0.7019183039665222
1731015866.6143315,2310000,0.03029445931315422
1731015940.5778327,2325000,-0.2767333984375
1731015978.4765906,2340000,-0.3599463105201721
1731016014.7041228,2355000,0.18572567403316498
1731016062.2744439,2370000,-0.07519397884607315
1731016097.879405,2385000,0.12123209983110428
1731016132.4154844,2400000,-0.016219360753893852
1731016160.9910004,2415000,-0.05280981957912445
1731016227.6364038,2430000,0.34036311507225037
1731016265.38702,2445000,0.35224664211273193
1731016317.2360659,2460000,0.017055479809641838
1731016350.5311549,2475000,-0.21890762448310852
1731016414.5852306,2490000,0.08687171339988708
1731016448.746913,2505000,0.6312662959098816
1731016498.0870218,2520000,1.1082627773284912
1731016568.816784,2535000,0.293331116437912
1731016608.0785248,2550000,-0.8251470327377319
1731016666.4408188,2565000,-0.35160818696022034
1731016725.0064495,2580000,-0.20434914529323578
1731016753.8565917,2595000,-0.40174123644828796
1731016782.6835725,2610000,0.7127352952957153
1731016850.6419003,2625000,-1.032159447669983
1731016879.7480001,2640000,-0.5881847143173218
1731016901.5632534,2655000,-0.284598171710968
1731016927.0082169,2670000,0.46661317348480225
1731016965.6381822,2685000,-0.26263436675071716
1731017001.402825,2700000,0.6257855892181396
1731017067.0275202,2715000,-0.46727386116981506
1731017115.9755774,2730000,-0.5229976773262024
1731017169.2254057,2745000,-0.38328874111175537
1731017216.587919,2760000,-0.5488755702972412
1731017276.9614518,2775000,0.144618958234787
1731017349.9566038,2790000,-0.09530594199895859
1731017390.6038175,2805000,0.17484086751937866
1731017430.1245975,2820000,0.7124515175819397
1731017484.047943,2835000,-0.13444237411022186
1731017528.413787,2850000,0.38717085123062134
1731017657.5381157,2865000,0.31507012248039246
1731017716.2515576,2880000,0.12412451952695847
1731017765.2214682,2895000,1.0096712112426758
1731017821.5642507,2910000,-0.218488410115242
1731017870.4406219,2925000,-0.16459298133850098
1731017922.611968,2940000,-0.260669082403183
1731017967.9557762,2955000,0.3811163902282715
1731018008.317414,2970000,-0.11429241299629211
1731018048.9788017,2985000,-0.10797552764415741
1731018085.0974073,3000000,0.3042486608028412
1731018126.6365547,3015000,0.9175581336021423
1731018172.446276,3030000,0.6456316709518433
1731018205.1132421,3045000,0.3319452404975891
1731018281.140629,3060000,0.43982812762260437
1731018369.0675488,3075000,0.6286144852638245
1731018445.682444,3090000,-0.4987979233264923
1731018501.8276107,3105000,0.640870213508606
1731018536.3877406,3120000,-0.4337722361087799
1731018577.6343484,3135000,0.1142812967300415
1731018606.199744,3150000,-0.04751231148838997
1731018637.5722873,3165000,-0.3089635670185089
1731018667.7965305,3180000,-0.356007844209671
1731018696.256165,3195000,-0.3925759196281433
1731018719.9296064,3210000,0.305484414100647
1731018779.875839,3225000,-1.1261277198791504
1731018816.4680238,3240000,-0.32221734523773193
1731018850.1603484,3255000,0.40593671798706055
1731018877.4843595,3270000,0.37746503949165344
1731018901.9269085,3285000,-0.5324444770812988
1731018926.3559568,3300000,-0.16155017912387848
1731018953.0520132,3315000,-0.6230836510658264
1731018982.4968383,3330000,0.8217942118644714
1731019035.9070148,3345000,0.8746970295906067
1731019065.511377,3360000,-0.8464459776878357
1731019094.4894948,3375000,-0.03761852905154228
1731019123.4923482,3390000,0.21737922728061676
1731019150.0159674,3405000,-0.6665289402008057
1731019173.96697,3420000,-0.250946581363678
1731019212.381058,3435000,0.7038266062736511
1731019249.1130383,3450000,0.6918942332267761
1731019279.6223924,3465000,0.2924438416957855
1731019308.8126812,3480000,0.8145732283592224
1731019331.395013,3495000,0.5669453144073486
1731019353.3941793,3510000,0.741144061088562
1731019375.7060316,3525000,0.037564050406217575
1731019398.802075,3540000,-0.4768466353416443
1731019422.417989,3555000,0.05579956993460655
1731019446.499683,3570000,0.425519734621048
1731019467.6129932,3585000,0.2866984009742737
1731019488.7897618,3600000,-0.21507799625396729
1731019509.6675007,3615000,-0.02622091956436634
1731019529.6853962,3630000,0.26666826009750366
1731019551.2162943,3645000,0.6950199007987976
1731019577.796094,3660000,-0.6784313917160034
1731019593.3725207,3675000,-0.29448017477989197
1731019607.732589,3690000,0.6561461687088013
1731019622.2975376,3705000,0.6330258250236511
1731019636.9690757,3720000,-0.2033783197402954
1731019651.4965947,3735000,0.5219172239303589
1731019665.7146463,3750000,-0.3426056504249573
1731019680.0040047,3765000,-0.7671502828598022
1731019699.514527,3780000,-0.8264119625091553
1731019717.180104,3795000,0.026516519486904144
1731019732.6710587,3810000,-0.012545930221676826
1731019748.649121,3825000,-1.5691196918487549
1731019763.5411685,3840000,0.283199280500412
1731019777.860092,3855000,0.5262253284454346
1731019792.0554159,3870000,-0.21902108192443848
1731019812.6223829,3885000,0.30513349175453186
1731019837.9907036,3900000,-0.10961391031742096
1731019863.9659142,3915000,0.9916176795959473
1731019888.157717,3930000,-1.6041022539138794
1731019911.4675608,3945000,0.3735996186733246
1731019934.1708965,3960000,-0.1268274337053299
1731019957.1978903,3975000,-0.1607808768749237
1731019980.234855,3990000,0.37123408913612366
1731020003.9278865,4005000,-0.28588494658470154
1731020027.164715,4020000,-0.7072765827178955
1731020051.000792,4035000,0.3042338192462921
1731020074.217953,4050000,0.37519654631614685
1731020097.2285502,4065000,-0.050803881138563156
1731020120.3761322,4080000,-0.5483781695365906
1731020145.4821773,4095000,0.10695937275886536
1731020172.4873812,4110000,-1.5708065032958984
1731020195.4826353,4125000,0.3355860710144043
1731020218.572444,4140000,0.3336106836795807
1731020241.62443,4155000,0.3127158582210541
1731020264.6789079,4170000,-0.3043769299983978
1731020288.1348739,4185000,-0.12419755011796951
1731020311.6149764,4200000,-0.2731724679470062
1731020334.6033506,4215000,-0.4721660315990448
1731020357.566889,4230000,0.7293009757995605
1731020380.6348782,4245000,0.5115970373153687
1731020403.6513605,4260000,-2.414260149002075
1731020426.5750093,4275000,0.5921593904495239
1731020449.6187327,4290000,0.7390346527099609
1731020472.7483037,4305000,-0.41827452182769775
1731020496.7358267,4320000,-0.7548841238021851
1731020520.201254,4335000,0.032095588743686676
1731020548.958465,4350000,0.12387630343437195
1731020574.4932535,4365000,-0.3597491383552551
1731020599.9029706,4380000,0.7805935740470886
1731020625.8673093,4395000,0.26534104347229004
1731020651.5557802,4410000,-0.41520172357559204
1731020677.133592,4425000,0.3832031190395355
1731020702.17444,4440000,0.27825069427490234
1731020727.9969227,4455000,-1.1086864471435547
1731020753.7717602,4470000,0.528782069683075
1731020779.873343,4485000,0.810746967792511
1731020805.7025094,4500000,-1.7213337421417236
1731020831.4914403,4515000,0.22918598353862762
1731020857.196133,4530000,0.6258511543273926
1731020878.9487514,4545000,0.7037016153335571
1731020900.5306895,4560000,-1.0101830959320068
1731020922.1667218,4575000,0.7356016635894775
1731020944.0851362,4590000,-0.3672824800014496
1731020965.622895,4605000,-0.47525981068611145
1731020987.2041583,4620000,0.3201353847980499
1731021008.8693478,4635000,-0.09121157974004745
1731021030.5946014,4650000,0.051582690328359604
1731021052.6001093,4665000,0.4926152229309082
1731021075.6916597,4680000,0.021786309778690338
1731021097.226371,4695000,0.14546605944633484
1731021118.5950665,4710000,0.28728583455085754
1731021140.3048866,4725000,-0.4372841417789459
1731021161.9296472,4740000,-0.6660289764404297
1731021183.9631743,4755000,-0.17381009459495544
1731021206.2716644,4770000,-0.159348264336586
1731021228.6198835,4785000,-0.6024409532546997
1731021251.0108051,4800000,1.0510996580123901
1731021273.1141312,4815000,-0.6523523330688477
1731021294.8236647,4830000,-0.14016345143318176
1731021320.8778934,4845000,0.2729819416999817
1731021343.2658613,4860000,0.5203402042388916
1731021366.020613,4875000,-0.11493220180273056
1731021388.3030846,4890000,0.4106716811656952
1731021409.1544907,4905000,-0.26601889729499817
1731021430.2055078,4920000,-0.19380779564380646
1731021452.0436323,4935000,0.5277587175369263
1731021474.0615585,4950000,0.28160560131073
1731021496.2760668,4965000,0.6403895020484924
1731021518.047907,4980000,-0.6502432227134705
1731021539.6677148,4995000,-0.5249912738800049
1731021561.6330526,5010000,0.14347100257873535
1731021584.014523,5025000,0.22017620503902435
1731021606.2568846,5040000,0.11835130304098129
1731021628.0214243,5055000,0.15526524186134338
1731021649.6075928,5070000,0.3410351574420929
1731021671.3823187,5085000,0.252392441034317
1731021693.4634793,5100000,-1.3579827547073364
1731021718.083345,5115000,0.10669975727796555
1731021740.0039704,5130000,0.5261327624320984
1731021761.7958324,5145000,-0.19264164566993713
