Wall time,Step,Value
1731010815.8383708,30000,22.972715377807617
1731010834.7967234,45000,20.686384201049805
1731010854.9225287,60000,36.78349304199219
1731010873.687923,75000,20.586137771606445
1731010890.8819516,90000,2.1387901306152344
1731010911.3570724,105000,6.190867900848389
1731010958.0223513,135000,2.8538477420806885
1731010996.9054766,150000,1.498304843902588
1731011016.0794919,165000,2.28094744682312
1731011033.0013113,180000,0.1356358528137207
1731011050.972328,195000,-0.3681809902191162
1731011068.0458999,210000,0.5722625255584717
1731011115.615171,240000,0.23903274536132812
1731011136.8388307,255000,-0.6368793249130249
1731011159.5316987,270000,-0.6628854274749756
1731011177.4363916,285000,-0.8835230469703674
1731011202.5104878,300000,-0.9580100178718567
1731011259.9824657,315000,-0.8431000113487244
1731011318.7897937,345000,-0.9573739171028137
1731011346.801052,360000,-0.9469062685966492
1731011374.3091567,375000,-0.9877570867538452
1731011402.525107,390000,-0.8140622973442078
1731011430.360071,405000,-1.0190383195877075
1731011466.3027215,420000,-0.9318571090698242
1731011538.9448016,450000,-1.0204895734786987
1731011572.769297,465000,-1.0069730281829834
1731011607.9191394,480000,-0.956449031829834
1731011642.7763236,495000,-0.975351870059967
1731011676.8364222,510000,-0.9956764578819275
1731011710.8611462,525000,-1.0017788410186768
1731011779.0067565,555000,-1.0169341564178467
1731011812.1788754,570000,-0.9084696173667908
1731011846.8954737,585000,-1.0266438722610474
1731011880.5733914,600000,-0.9878852367401123
1731011914.2476208,615000,-1.0012506246566772
1731011948.220456,630000,-0.968864917755127
1731012015.0404701,660000,-1.0095443725585938
1731012042.622582,675000,-0.9993788599967957
1731012082.460247,690000,-0.9675104022026062
1731012113.4251857,705000,-1.021862506866455
1731012144.7251723,720000,-0.9982853531837463
1731012181.6013746,735000,-0.969042181968689
1731012247.213294,765000,-0.9788556694984436
1731012273.846666,780000,-0.9379175305366516
1731012299.2108655,795000,-1.008046269416809
1731012329.347467,810000,-0.9991148114204407
1731012359.1956644,825000,-0.8973795771598816
1731012384.8070254,840000,-0.9710604548454285
1731012434.516286,870000,-0.9787775278091431
1731012460.068119,885000,-0.8743810653686523
1731012488.336396,900000,-1.0051270723342896
1731012521.4360933,915000,-0.986464262008667
1731012549.7478173,930000,-0.5088990926742554
1731012579.0346174,945000,-0.9748846292495728
1731012647.3108213,975000,-1.0257837772369385
