Wall time,Step,Value
1730927217.5558476,30000,67.97560119628906
1730927232.8781884,45000,1.5023679733276367
1730927249.0166957,60000,1.1829484701156616
1730927263.325927,75000,0.9021998047828674
1730927277.8084557,90000,1.0803636312484741
1730927294.5507994,105000,0.520439088344574
1730927323.6767344,135000,0.5872436165809631
1730927338.1369479,150000,0.1602114886045456
1730927352.0479214,165000,0.2111346274614334
1730927367.0403507,180000,0.16595430672168732
1730927381.09022,195000,0.26442745327949524
1730927396.1256187,210000,0.2720903754234314
1730927426.9658413,240000,0.11069130897521973
1730927449.3676894,255000,0.3886626064777374
1730927471.7081995,270000,0.0932076945900917
1730927487.7105284,285000,0.20165155827999115
1730927502.278041,300000,0.2657454013824463
1730927517.1026983,315000,0.12157987058162689
1730927551.001511,345000,0.13031530380249023
1730927567.8686967,360000,0.19252023100852966
1730927582.7109826,375000,0.18357636034488678
1730927601.649622,390000,0.35053950548171997
1730927617.424726,405000,0.22112058103084564
1730927632.0521393,420000,0.08837253600358963
1730927665.074774,450000,0.3083516061306
1730927679.4950714,465000,0.1475256383419037
1730927695.823172,480000,0.12673096358776093
1730927710.8776522,495000,0.15792924165725708
1730927725.3366745,510000,0.11364518105983734
1730927741.8198824,525000,0.1018565446138382
1730927774.741279,555000,0.2121715545654297
1730927789.8058388,570000,0.1674104779958725
1730927808.8548462,585000,0.14933951199054718
1730927830.7797656,600000,0.11860691756010056
1730927859.8521307,615000,0.15303131937980652
1730927875.5725121,630000,0.48283636569976807
1730927909.704694,660000,0.11633504182100296
1730927927.8841546,675000,0.1522679477930069
1730927949.883466,690000,0.13499796390533447
1730927969.4228477,705000,0.13027817010879517
1730927987.9402227,720000,0.14202731847763062
1730928006.8081968,735000,0.1261046826839447
1730928037.1035771,765000,0.05427955836057663
1730928051.5846555,780000,0.05513105168938637
1730928065.3393703,795000,0.08325505256652832
1730928081.436769,810000,0.06187254562973976
1730928100.0889094,825000,0.1585182249546051
1730928118.9990013,840000,0.09220969676971436
1730928155.1926765,870000,0.20379997789859772
1730928169.2102482,885000,0.0923355296254158
1730928183.031295,900000,0.19348615407943726
1730928201.1585279,915000,0.11810528486967087
1730928216.838366,930000,0.14315856993198395
1730928236.3325067,945000,0.06306153535842896
1730928268.440139,975000,0.22608749568462372
1730928286.4893954,990000,0.09055427461862564
1730928302.7235558,1005000,0.14301452040672302
1730928321.4155445,1020000,0.12973886728286743
1730928339.1751032,1035000,0.05254675820469856
1730928357.9399135,1050000,0.0598212368786335
1730928386.5080702,1080000,0.13177062571048737
1730928400.4215643,1095000,0.16503582894802094
1730928418.1814737,1110000,0.09955205768346786
1730928438.0821097,1125000,0.34258243441581726
1730928456.1960363,1140000,0.11048202961683273
1730928469.9095778,1155000,0.10854426771402359
1730928500.1367285,1185000,0.31883150339126587
1730928514.6626863,1200000,0.17359422147274017
1730928529.3128593,1215000,0.18185122311115265
1730928546.5586536,1230000,0.09631470590829849
1730928560.4422553,1245000,0.16566906869411469
1730928575.154757,1260000,0.13535714149475098
1730928603.1492019,1290000,0.18874256312847137
1730928617.155898,1305000,0.185421884059906
1730928630.7795858,1320000,0.10036184638738632
1730928644.4328282,1335000,0.06208695098757744
1730928658.2149866,1350000,0.2971968650817871
1730928672.652152,1365000,0.14848129451274872
1730928700.0148847,1395000,0.10668729245662689
1730928713.6225646,1410000,0.18123269081115723
1730928731.1318488,1425000,0.07698862254619598
1730928749.9932444,1440000,0.11908969283103943
1730928765.7395685,1455000,0.17119479179382324
1730928786.0060568,1470000,0.27699801325798035
1730928822.7590497,1500000,0.26253601908683777
1730928837.0320168,1515000,0.1338411271572113
1730928852.3540556,1530000,0.08349636942148209
1730928865.886026,1545000,0.10912072658538818
1730928879.09349,1560000,0.08846554160118103
1730928892.6157603,1575000,0.10195443034172058
1730928919.797284,1605000,0.22869788110256195
1730928933.3031087,1620000,0.06916629523038864
1730928946.7981796,1635000,0.0914572924375534
1730928961.0482986,1650000,0.11909638345241547
1730928975.2191665,1665000,0.08278834819793701
1730928988.457368,1680000,0.15433348715305328
1730929015.9661112,1710000,0.12632939219474792
1730929029.4941804,1725000,0.13297128677368164
1730929046.0284414,1740000,0.09512384980916977
1730929059.4481564,1755000,0.2903684675693512
1730929072.8501115,1770000,0.16233830153942108
1730929092.1672208,1785000,0.3335893750190735
1730929136.8781102,1815000,0.1595740020275116
1730929158.9789965,1830000,0.24328187108039856
1730929181.0015159,1845000,0.14134074747562408
1730929202.6131787,1860000,0.09310218691825867
1730929224.3321505,1875000,0.05781092494726181
1730929246.4766517,1890000,0.09667758643627167
1730929290.6907296,1920000,0.09828603267669678
1730929304.3199656,1935000,0.14199945330619812
1730929317.5690274,1950000,0.2276386320590973
1730929330.7660558,1965000,0.1254609376192093
1730929347.6596105,1980000,0.10333798080682755
1730929360.8481193,1995000,0.19560803472995758
1730929388.6060417,2025000,0.07069743424654007
1730929403.6604197,2040000,0.5011168718338013
1730929424.9235747,2055000,0.13623777031898499
1730929446.8148222,2070000,0.15856967866420746
1730929468.6772807,2085000,0.13606804609298706
1730929490.8426783,2100000,0.08053722232580185
1730929534.6151223,2130000,0.1017482653260231
1730929557.2282307,2145000,0.15151451528072357
1730929578.886997,2160000,0.07878782600164413
1730929600.4221876,2175000,0.19519396126270294
1730929620.8923495,2190000,0.06649085879325867
1730929641.5932176,2205000,0.17094363272190094
1730929682.6776347,2235000,0.10961102694272995
1730929703.8926058,2250000,0.22919738292694092
1730929724.5495741,2265000,0.13503476977348328
1730929746.0130002,2280000,0.09029217809438705
1730929767.268103,2295000,0.2037889063358307
1730929788.1740377,2310000,0.24886013567447662
1730929830.058188,2340000,0.07172888517379761
1730929849.8060045,2355000,0.15678758919239044
1730929879.092859,2370000,0.11881724745035172
1730929898.020972,2385000,0.14944185316562653
1730929911.5147557,2400000,0.13237810134887695
1730929924.7163782,2415000,0.203499436378479
1730929967.4538763,2445000,0.040838878601789474
1730929984.1867926,2460000,0.07657516002655029
1730930000.9703224,2475000,0.13823482394218445
1730930016.1488798,2490000,0.39998921751976013
1730930033.6133099,2505000,0.20067079365253448
1730930048.0150208,2520000,0.10689243674278259
1730930079.3162713,2550000,0.09470848739147186
1730930099.8349211,2565000,0.059550777077674866
1730930113.8363574,2580000,0.17332692444324493
1730930127.5120425,2595000,0.09957081079483032
1730930141.9527194,2610000,0.21077722311019897
1730930158.6310275,2625000,0.14582735300064087
1730930188.4198143,2655000,0.1472197026014328
1730930204.430071,2670000,0.055744461715221405
1730930223.1270895,2685000,0.30071139335632324
1730930242.0096784,2700000,0.12899765372276306
1730930263.8728878,2715000,0.1642916053533554
1730930280.25587,2730000,0.12731508910655975
1730930314.4487288,2760000,0.07218819111585617
1730930329.0276773,2775000,0.0667407214641571
1730930346.3576314,2790000,0.1335429698228836
1730930361.8939137,2805000,0.19766020774841309
1730930381.1641173,2820000,0.07717049866914749
1730930403.4135966,2835000,0.0897631123661995
1730930436.603264,2865000,0.18531657755374908
1730930451.4829683,2880000,0.12692271173000336
1730930466.9248154,2895000,0.12929102778434753
1730930481.1782806,2910000,0.0754888504743576
1730930495.1432092,2925000,0.1878049522638321
1730930509.1303701,2940000,0.18466830253601074
1730930556.9201071,2970000,0.09490653872489929
1730930582.7895107,2985000,0.119443878531456
1730930606.9666717,3000000,0.3207111954689026
1730930628.7681808,3015000,0.14224660396575928
1730930643.3953543,3030000,0.16445638239383698
1730930658.7749305,3045000,0.1232072114944458
1730930692.605145,3075000,0.08390447497367859
1730930708.6402779,3090000,0.061479728668928146
1730930722.4601073,3105000,0.2150486409664154
1730930736.8897822,3120000,0.0951995998620987
1730930750.9260519,3135000,0.23471017181873322
1730930764.5212612,3150000,0.09921829402446747
1730930802.3350794,3180000,0.09763572365045547
1730930818.4321964,3195000,0.10837947577238083
1730930837.7651129,3210000,0.1874442994594574
1730930856.5414941,3225000,0.12338782846927643
1730930876.0939374,3240000,0.08592049032449722
1730930893.2983384,3255000,0.13234059512615204
1730930921.7976267,3285000,0.08933715522289276
1730930940.9551556,3300000,0.1983128786087036
1730930956.0205622,3315000,0.15973028540611267
1730930970.9219613,3330000,0.23859596252441406
1730930985.9776475,3345000,0.24362587928771973
1730931001.730988,3360000,0.10371670126914978
1730931033.728517,3390000,0.07439917325973511
1730931059.1709657,3405000,0.06960607320070267
1730931076.5731065,3420000,0.11980339139699936
1730931094.9167218,3435000,0.12110421806573868
1730931112.118319,3450000,0.08667108416557312
