Wall time,Step,Value
1730805966.0803092,12000,0.006337807513773441
1730805970.2090514,18000,0.0007636875379830599
1730805974.2397597,24000,0.00010458957694936544
1730805978.415501,30000,-0.00021029837080277503
1730805982.6726484,36000,0.00031171730370260775
1730805986.8479517,42000,-0.0004895534948445857
1730805991.0453503,48000,-0.0005090907216072083
1730805995.3112252,54000,-1.7636848497204483e-05
1730805999.529839,60000,-0.0003302418044768274
1730806003.869667,66000,-0.0006764446734450758
1730806008.2516155,72000,-0.0005048399907536805
1730806012.5012755,78000,-0.0005184903857298195
1730806016.6539662,84000,-0.002940515987575054
1730806021.1771822,90000,-0.006909992080181837
1730806025.6535797,96000,-0.007526100613176823
1730806029.9034667,102000,-0.005487845279276371
1730806038.9887724,114000,-0.002456903224810958
1730806047.4543445,120000,-0.00257875700481236
1730806051.6284015,126000,-0.0024922462180256844
1730806055.8808124,132000,-0.0027796709910035133
1730806060.2237027,138000,-0.0023306149523705244
1730806064.4504378,144000,-0.001748688635416329
1730806068.4112985,150000,-0.003928818739950657
1730806073.2579484,156000,-0.0020478342194110155
1730806077.6492643,162000,-0.0007690613274462521
1730806081.9631286,168000,-0.001846290659159422
1730806086.2929351,174000,-0.0021788671147078276
1730806090.6098878,180000,-0.0018443388398736715
1730806094.6095276,186000,-0.0044945236295461655
1730806098.8432415,192000,-0.001002197852358222
1730806103.0904121,198000,-0.0013703788863494992
1730806107.8017159,204000,-0.0020094956271350384
1730806117.3246703,216000,-0.00044963645632378757
1730806125.8959584,222000,-0.0010000990005210042
1730806139.8688579,228000,-0.002407266991212964
1730806145.6250637,234000,-0.0017115618102252483
1730806151.0244718,240000,0.00021863350411877036
1730806157.9089155,246000,-0.0026845596730709076
1730806163.1739635,252000,-0.001622311770915985
1730806167.5952182,258000,3.979613757110201e-05
1730806172.3365371,264000,-0.002267608419060707
1730806177.7390664,270000,-0.0008302807691507041
1730806186.220779,276000,-0.00038217747351154685
1730806190.8553884,282000,-0.0008537669200450182
1730806196.5724747,288000,9.99902404146269e-05
1730806202.9861124,294000,-0.003123876405879855
1730806212.133967,300000,-0.0008996360702440143
1730806218.8121262,306000,-0.0019489600090309978
1730806231.2634995,318000,-0.0007100739749148488
1730806236.2612429,324000,0.000519271707162261
1730806241.437877,330000,-0.0018870836356654763
1730806245.8244462,336000,0.0071437484584748745
1730806249.390228,342000,-3.0179680834407918e-05
1730806253.210492,348000,0.003274305025115609
1730806257.252206,354000,0.0020905158016830683
1730806261.8496616,360000,-0.002352633513510227
1730806266.366272,366000,-0.0003846317995339632
1730806271.415305,372000,0.001546784769743681
1730806275.93083,378000,0.0036085022147744894
1730806279.7944806,384000,0.0007805424393154681
1730806283.6862028,390000,-0.0013680842239409685
1730806287.58763,396000,-0.0020786430686712265
1730806291.6054826,402000,-0.001500501879490912
1730806297.1317623,408000,-0.0023488544393330812
1730806307.5068166,420000,-0.0016106883995234966
1730806311.4409406,426000,-0.001643453724682331
1730806315.789096,432000,0.00021960085723549128
1730806319.8865798,438000,-0.000990967033430934
1730806323.8498857,444000,-0.0010750292567536235
1730806329.1090276,450000,0.002261677524074912
1730806333.0707898,456000,0.0031788991764187813
1730806336.9954967,462000,-0.0007097445195540786
